Plant_ID,Scientific_Name,Common_Names,Genus,Family,Plant_Type,Native_Region
865,Eucalyptus jutsonii,"Jutson's mallee
Eucalyptus jutsonii subsp. jutsonii
Eucalyptus jutsonii subsp. kobela D.Nicolle & M.E.French",Eucalyptus,Myrtaceae,Tree,"Jutson's mallee
Eucalyptus jutsonii subsp. jutsonii
Eucalyptus jutsonii subsp. kobela D.Nicolle & M.E.French"
866,Eucalyptus kabiana,Mt Beerwah mallee,Eucalyptus,Myrtaceae,Tree,Mt Beerwah mallee
867,Eucalyptus × kalangadooensis,N/A,Eucalyptus,Myrtaceae,Tree,N/A
868,Eucalyptus kartzoffiana,Araluen gum,Eucalyptus,Myrtaceae,Tree,Araluen gum
869,Eucalyptus kenneallyi,Kenneally's white gum,Eucalyptus,Myrtaceae,Tree,Kenneally's white gum
870,Eucalyptus kessellii,"Jerdacuttup mallee
Eucalyptus kessellii subsp. eugnosta L.A.S.Johnson & K.D.Hill
Eucalyptus kessellii subsp. kessellii",Eucalyptus,Myrtaceae,Tree,"Jerdacuttup mallee
Eucalyptus kessellii subsp. eugnosta L.A.S.Johnson & K.D.Hill
Eucalyptus kessellii subsp. kessellii"
871,Eucalyptus kingsmillii,N/A,Eucalyptus,Myrtaceae,Tree,N/A
872,Eucalyptus kitsoniana,"Gippsland mallee, bog gum",Eucalyptus,Myrtaceae,Tree,"Gippsland mallee, bog gum"
873,Eucalyptus kochii,"oil mallee
Eucalyptus kochii subsp. amaryssia D.Nicolle
Eucalyptus kochii subsp. borealis (C.A.Gardner) D.Nicolle
Eucalyptus kochii subsp. kochii
Eucalyptus kochii subsp. plenissima (C.A.Gardner) Brooker
Eucalyptus kochii subsp. yellowdinensis D.Nicolle",Eucalyptus,Myrtaceae,Tree,"oil mallee
Eucalyptus kochii subsp. amaryssia D.Nicolle
Eucalyptus kochii subsp. borealis (C.A.Gardner) D.Nicolle
Eucalyptus kochii subsp. kochii
Eucalyptus kochii subsp. plenissima (C.A.Gardner) Brooker
Eucalyptus kochii subsp. yellowdinensis D.Nicolle"
874,Eucalyptus kondininensis,Kondinin blackbutt,Eucalyptus,Myrtaceae,Tree,Kondinin blackbutt
875,Eucalyptus koolpinensis,Koolpin box,Eucalyptus,Myrtaceae,Tree,Koolpin box
876,Eucalyptus kruseana,"book-leaf mallee, Kruses's bookleaf mallee",Eucalyptus,Myrtaceae,Tree,"book-leaf mallee, Kruses's bookleaf mallee"
877,Eucalyptus kumarlensis,N/A,Eucalyptus,Myrtaceae,Tree,N/A
878,Eucalyptus kybeanensis,Kybean mallee ash,Eucalyptus,Myrtaceae,Tree,Kybean mallee ash
879,Eucalyptus lacrimans,weeping snow gum,Eucalyptus,Myrtaceae,Tree,weeping snow gum
880,Eucalyptus laeliae,"Darling Range ghost gum, butter gum",Eucalyptus,Myrtaceae,Tree,"Darling Range ghost gum, butter gum"
881,Eucalyptus laevis,N/A,Eucalyptus,Myrtaceae,Tree,N/A
882,Eucalyptus laevopinea,silver top stringybark,Eucalyptus,Myrtaceae,Tree,silver top stringybark
883,Eucalyptus × lamprocalyx,N/A,Eucalyptus,Myrtaceae,Tree,N/A
884,Eucalyptus lane-poolei,salmon white gum,Eucalyptus,Myrtaceae,Tree,salmon white gum
885,Eucalyptus langleyi,"green mallee ash, albatross mallee",Eucalyptus,Myrtaceae,Tree,"green mallee ash, albatross mallee"
886,Eucalyptus lansdowneana,"crimson mallee, red-flowered mallee box",Eucalyptus,Myrtaceae,Tree,"crimson mallee, red-flowered mallee box"
887,Eucalyptus largeana,Craven grey box,Eucalyptus,Myrtaceae,Tree,Craven grey box
888,Eucalyptus largiflorens,black box,Eucalyptus,Myrtaceae,Tree,black box
889,Eucalyptus × laseronii,N/A,Eucalyptus,Myrtaceae,Tree,N/A
890,Eucalyptus latens,narrow-leaved red mallee,Eucalyptus,Myrtaceae,Tree,narrow-leaved red mallee
891,Eucalyptus lateritica,laterite mallee,Eucalyptus,Myrtaceae,Tree,laterite mallee
892,Eucalyptus latisinensis,white mahogany,Eucalyptus,Myrtaceae,Tree,white mahogany
893,Eucalyptus lehmannii,"bushy yate
Eucalyptus lehmannii subsp. lehmannii
Eucalyptus lehmannii subsp. parallela D.Nicolle & M.E.French",Eucalyptus,Myrtaceae,Tree,"bushy yate
Eucalyptus lehmannii subsp. lehmannii
Eucalyptus lehmannii subsp. parallela D.Nicolle & M.E.French"
894,Eucalyptus leprophloia,scaly butt mallee,Eucalyptus,Myrtaceae,Tree,scaly butt mallee
895,Eucalyptus leptocalyx,"Hopetoun mallee
Eucalyptus leptocalyx subsp. leptocalyx
Eucalyptus leptocalyx subsp. petilipes L.A.S.Johnson & K.D.Hill",Eucalyptus,Myrtaceae,Tree,"Hopetoun mallee
Eucalyptus leptocalyx subsp. leptocalyx
Eucalyptus leptocalyx subsp. petilipes L.A.S.Johnson & K.D.Hill"
896,Eucalyptus leptophleba,"Molloy red box, Molloy box",Eucalyptus,Myrtaceae,Tree,"Molloy red box, Molloy box"
897,Eucalyptus leptophylla,"March mallee, slender-leaved red mallee, narrow-leaved red mallee",Eucalyptus,Myrtaceae,Tree,"March mallee, slender-leaved red mallee, narrow-leaved red mallee"
898,Eucalyptus leptopoda,"Tammin mallee,
Eucalyptus leptopoda subsp. arctata L.A.S.Johnson & K.D.Hill
Eucalyptus leptopoda subsp. elevata L.A.S.Johnson & K.D.Hill
Eucalyptus leptopoda subsp. leptopoda
Eucalyptus leptopoda subsp. subluta L.A.S.Johnson & K.D.Hill",Eucalyptus,Myrtaceae,Tree,"Tammin mallee,
Eucalyptus leptopoda subsp. arctata L.A.S.Johnson & K.D.Hill
Eucalyptus leptopoda subsp. elevata L.A.S.Johnson & K.D.Hill
Eucalyptus leptopoda subsp. leptopoda
Eucalyptus leptopoda subsp. subluta L.A.S.Johnson & K.D.Hill"
899,Eucalyptus lesouefii,goldfields blackbutt,Eucalyptus,Myrtaceae,Tree,goldfields blackbutt
900,Eucalyptus leucophloia,"snappy gum, migum
Eucalyptus leucophloia subsp. euroa L.A.S.Johnson & K.D.Hill
Eucalyptus leucophloia subsp. leucophloia",Eucalyptus,Myrtaceae,Tree,"snappy gum, migum
Eucalyptus leucophloia subsp. euroa L.A.S.Johnson & K.D.Hill
Eucalyptus leucophloia subsp. leucophloia"
901,Eucalyptus leucophylla,Cloncurry box,Eucalyptus,Myrtaceae,Tree,Cloncurry box
902,Eucalyptus leucoxylon,"yellow gum, blue gum, white ironbark
Eucalyptus leucoxylon subsp. bellarinensis Rule
Eucalyptus leucoxylon subsp. connata Rule
Eucalyptus leucoxylon subsp. leucoxylon
Eucalyptus leucoxylon subsp. megalocarpa Boland
Eucalyptus leucoxylon var. pluriflora Boland
Eucalyptus leucoxylon subsp. pruinosa (Miq.) Boland
Eucalyptus leucoxylon subsp. stephaniae Rule",Eucalyptus,Myrtaceae,Tree,"yellow gum, blue gum, white ironbark
Eucalyptus leucoxylon subsp. bellarinensis Rule
Eucalyptus leucoxylon subsp. connata Rule
Eucalyptus leucoxylon subsp. leucoxylon
Eucalyptus leucoxylon subsp. megalocarpa Boland
Eucalyptus leucoxylon var. pluriflora Boland
Eucalyptus leucoxylon subsp. pruinosa (Miq.) Boland
Eucalyptus leucoxylon subsp. stephaniae Rule"
903,Eucalyptus ligulata,"Lucky Bay mallee
Eucalyptus ligulata subsp. ligulata
Eucalyptus ligulata subsp. stirlingica D.Nicolle,",Eucalyptus,Myrtaceae,Tree,"Lucky Bay mallee
Eucalyptus ligulata subsp. ligulata
Eucalyptus ligulata subsp. stirlingica D.Nicolle,"
904,Eucalyptus ligustrina,privet-leaved stringybark,Eucalyptus,Myrtaceae,Tree,privet-leaved stringybark
905,Eucalyptus limitaris,N/A,Eucalyptus,Myrtaceae,Tree,N/A
906,Eucalyptus lirata,Kimberley yellowjacket,Eucalyptus,Myrtaceae,Tree,Kimberley yellowjacket
907,Eucalyptus litoralis,Anglesea box,Eucalyptus,Myrtaceae,Tree,Anglesea box
908,Eucalyptus litorea,saline mallee,Eucalyptus,Myrtaceae,Tree,saline mallee
909,Eucalyptus livida,wandoo mallee,Eucalyptus,Myrtaceae,Tree,wandoo mallee
910,Eucalyptus lockyeri,"Lockyer's box
Eucalyptus lockyeri subsp. exuta Brooker & Kleinig
Eucalyptus lockyeri subsp. lockyeri",Eucalyptus,Myrtaceae,Tree,"Lockyer's box
Eucalyptus lockyeri subsp. exuta Brooker & Kleinig
Eucalyptus lockyeri subsp. lockyeri"
911,Eucalyptus longicornis,"red morrel, morryl, poot, pu",Eucalyptus,Myrtaceae,Tree,"red morrel, morryl, poot, pu"
912,Eucalyptus longifolia,woollybutt,Eucalyptus,Myrtaceae,Tree,woollybutt
913,Eucalyptus longirostrata,grey gum,Eucalyptus,Myrtaceae,Tree,grey gum
914,Eucalyptus longissima,N/A,Eucalyptus,Myrtaceae,Tree,N/A
915,Eucalyptus loxophleba,"York gum, daarwet, goatta, twotta, yandee
Eucalyptus loxophleba subsp. lissophloia L.A.S.Johnson & K.D.Hill
Eucalyptus loxophleba subsp. loxophleba
Eucalyptus loxophleba subsp. supralaevis L.A.S.Johnson & K.D.Hill",Eucalyptus,Myrtaceae,Tree,"York gum, daarwet, goatta, twotta, yandee
Eucalyptus loxophleba subsp. lissophloia L.A.S.Johnson & K.D.Hill
Eucalyptus loxophleba subsp. loxophleba
Eucalyptus loxophleba subsp. supralaevis L.A.S.Johnson & K.D.Hill"
916,Eucalyptus lucasii,Barlee box,Eucalyptus,Myrtaceae,Tree,Barlee box
917,Eucalyptus lucens,shiny-leaved mallee,Eucalyptus,Myrtaceae,Tree,shiny-leaved mallee
918,Eucalyptus luculenta,N/A,Eucalyptus,Myrtaceae,Tree,N/A
919,Eucalyptus luehmanniana,yellow top mallee ash,Eucalyptus,Myrtaceae,Tree,yellow top mallee ash
920,Eucalyptus luteola,N/A,Eucalyptus,Myrtaceae,Tree,N/A
921,Eucalyptus macarthurii,"Camden woollybutt, Paddy's river box",Eucalyptus,Myrtaceae,Tree,"Camden woollybutt, Paddy's river box"
922,Eucalyptus mackintii,blue-crowned stringybark,Eucalyptus,Myrtaceae,Tree,blue-crowned stringybark
923,Eucalyptus × macmahonii,N/A,Eucalyptus,Myrtaceae,Tree,N/A
924,Eucalyptus macrandra,"long-flowered marlock, river yate, twet",Eucalyptus,Myrtaceae,Tree,"long-flowered marlock, river yate, twet"
925,Eucalyptus macrocarpa,"mottlecah
Eucalyptus macrocarpa subsp. elachantha Brooker & Hopper
Eucalyptus macrocarpa subsp. macrocarpa",Eucalyptus,Myrtaceae,Tree,"mottlecah
Eucalyptus macrocarpa subsp. elachantha Brooker & Hopper
Eucalyptus macrocarpa subsp. macrocarpa"
926,Eucalyptus macrorhyncha,"red stringybark
Eucalyptus macrorhyncha subsp. cannonii (R.T.Baker) L.A.S.Johnson & Blaxell
Eucalyptus macrorhyncha subsp. macrorhyncha",Eucalyptus,Myrtaceae,Tree,"red stringybark
Eucalyptus macrorhyncha subsp. cannonii (R.T.Baker) L.A.S.Johnson & Blaxell
Eucalyptus macrorhyncha subsp. macrorhyncha"
927,Eucalyptus magnificata,"blue box, northern blue box",Eucalyptus,Myrtaceae,Tree,"blue box, northern blue box"
928,Eucalyptus major,grey gum,Eucalyptus,Myrtaceae,Tree,grey gum
929,Eucalyptus malacoxylon,"Moonbi apple box, apple box",Eucalyptus,Myrtaceae,Tree,"Moonbi apple box, apple box"
930,Eucalyptus mannensis,"Mann Range mallee
Eucalyptus mannensis subsp. mannensis
Eucalyptus mannensis subsp. vespertina L.A.S.Johnson & K.D.Hill",Eucalyptus,Myrtaceae,Tree,"Mann Range mallee
Eucalyptus mannensis subsp. mannensis
Eucalyptus mannensis subsp. vespertina L.A.S.Johnson & K.D.Hill"
931,Eucalyptus mannifera,"brittle gum, red spotted gum
Eucalyptus mannifera subsp. gullickii (R.T.Baker & H.G.Sm.) L.A.S.Johnson
Eucalyptus mannifera subsp. mannifera
Eucalyptus mannifera subsp. praecox (Maiden) L.A.S.Johnson",Eucalyptus,Myrtaceae,Tree,"brittle gum, red spotted gum
Eucalyptus mannifera subsp. gullickii (R.T.Baker & H.G.Sm.) L.A.S.Johnson
Eucalyptus mannifera subsp. mannifera
Eucalyptus mannifera subsp. praecox (Maiden) L.A.S.Johnson"
932,Eucalyptus marginata,"jarrah, djarraly, Swan River mahogany
Eucalyptus marginata subsp. marginata
Eucalyptus marginata subsp. thalassica Brooker & Hopper",Eucalyptus,Myrtaceae,Tree,"jarrah, djarraly, Swan River mahogany
Eucalyptus marginata subsp. marginata
Eucalyptus marginata subsp. thalassica Brooker & Hopper"
933,Eucalyptus mckieana,McKie's stringybark,Eucalyptus,Myrtaceae,Tree,McKie's stringybark
934,Eucalyptus mcquoidii,Quoin Head marlock,Eucalyptus,Myrtaceae,Tree,Quoin Head marlock
935,Eucalyptus mediocris,inland white mahogany,Eucalyptus,Myrtaceae,Tree,inland white mahogany
936,Eucalyptus megacarpa,bullich,Eucalyptus,Myrtaceae,Tree,bullich
937,Eucalyptus megacornuta,"warted yate, warty yate",Eucalyptus,Myrtaceae,Tree,"warted yate, warty yate"
938,Eucalyptus megasepala,N/A,Eucalyptus,Myrtaceae,Tree,N/A
939,Eucalyptus melanoleuca,"yarraman ironbark, nanango ironbark",Eucalyptus,Myrtaceae,Tree,"yarraman ironbark, nanango ironbark"
940,Eucalyptus melanophitra,N/A,Eucalyptus,Myrtaceae,Tree,N/A
941,Eucalyptus melanophloia,"silver-leaved ironbark
Eucalyptus melanophloia subsp. melanophloia
Eucalyptus melanophloia subsp. nana D.Nicolle & Kleinig",Eucalyptus,Myrtaceae,Tree,"silver-leaved ironbark
Eucalyptus melanophloia subsp. melanophloia
Eucalyptus melanophloia subsp. nana D.Nicolle & Kleinig"
942,Eucalyptus melanoxylon,black morrell,Eucalyptus,Myrtaceae,Tree,black morrell
943,Eucalyptus melliodora,"yellow box, honey box, yellow ironbark",Eucalyptus,Myrtaceae,Tree,"yellow box, honey box, yellow ironbark"
944,Eucalyptus merrickiae,goblet mallee,Eucalyptus,Myrtaceae,Tree,goblet mallee
945,Eucalyptus michaeliana,"Hillgrove gum, brittle gum",Eucalyptus,Myrtaceae,Tree,"Hillgrove gum, brittle gum"
946,Eucalyptus micranthera,"Alexander River mallee, milkshake mallee",Eucalyptus,Myrtaceae,Tree,"Alexander River mallee, milkshake mallee"
947,Eucalyptus microcarpa,grey box,Eucalyptus,Myrtaceae,Tree,grey box
948,Eucalyptus microcorys,tallowwood,Eucalyptus,Myrtaceae,Tree,tallowwood
949,Eucalyptus microneura,Gilbert River box,Eucalyptus,Myrtaceae,Tree,Gilbert River box
950,Eucalyptus microschema,N/A,Eucalyptus,Myrtaceae,Tree,N/A
951,Eucalyptus microtheca,coolibah,Eucalyptus,Myrtaceae,Tree,coolibah
952,Eucalyptus mimica,N/A,Eucalyptus,Myrtaceae,Tree,N/A
953,Eucalyptus miniata,"Darwin woollybutt, woolewoorng",Eucalyptus,Myrtaceae,Tree,"Darwin woollybutt, woolewoorng"
954,Eucalyptus minniritchi,N/A,Eucalyptus,Myrtaceae,Tree,N/A
955,Eucalyptus misella,N/A,Eucalyptus,Myrtaceae,Tree,N/A
956,Eucalyptus × missilis,N/A,Eucalyptus,Myrtaceae,Tree,N/A
957,Eucalyptus mitchelliana,"Buffalo sallee, Mount Buffalo gum",Eucalyptus,Myrtaceae,Tree,"Buffalo sallee, Mount Buffalo gum"
958,Eucalyptus moderata,N/A,Eucalyptus,Myrtaceae,Tree,N/A
959,Eucalyptus moluccana,"grey box, gum-topped box, terriyergro",Eucalyptus,Myrtaceae,Tree,"grey box, gum-topped box, terriyergro"
960,Eucalyptus molyneuxii,N/A,Eucalyptus,Myrtaceae,Tree,N/A
961,Eucalyptus mooreana,"Moore's gum, mountain white gum, King Leopold Range mallee",Eucalyptus,Myrtaceae,Tree,"Moore's gum, mountain white gum, King Leopold Range mallee"
962,Eucalyptus moorei,"narrow-leaved mallee
Eucalyptus moorei subsp. moorei
Eucalyptus moorei subsp.. serpentinicola (L.A.S.Johnson & Blaxell) Brooker & Kleinig",Eucalyptus,Myrtaceae,Tree,"narrow-leaved mallee
Eucalyptus moorei subsp. moorei
Eucalyptus moorei subsp.. serpentinicola (L.A.S.Johnson & Blaxell) Brooker & Kleinig"
963,Eucalyptus morrisbyi,Morrisby's gum,Eucalyptus,Myrtaceae,Tree,Morrisby's gum
964,Eucalyptus morrisii,grey mallee,Eucalyptus,Myrtaceae,Tree,grey mallee
965,Eucalyptus muelleriana,yellow stringybark,Eucalyptus,Myrtaceae,Tree,yellow stringybark
966,Eucalyptus multicaulis,whipstick mallee ash,Eucalyptus,Myrtaceae,Tree,whipstick mallee ash
967,Eucalyptus myriadena,"blackbutt
Eucalyptus myriadena subsp. myriadena
Eucalyptus myriadena subsp. parviflora  Brooker & Hopper",Eucalyptus,Myrtaceae,Tree,"blackbutt
Eucalyptus myriadena subsp. myriadena
Eucalyptus myriadena subsp. parviflora  Brooker & Hopper"
968,Eucalyptus nandewarica,mallee red gum,Eucalyptus,Myrtaceae,Tree,mallee red gum
969,Eucalyptus nebulosa,serpentine peppermint,Eucalyptus,Myrtaceae,Tree,serpentine peppermint
970,Eucalyptus neglecta,Omeo gum,Eucalyptus,Myrtaceae,Tree,Omeo gum
971,Eucalyptus × nepeanensis,N/A,Eucalyptus,Myrtaceae,Tree,N/A
972,Eucalyptus neutra,Newdegate mallee,Eucalyptus,Myrtaceae,Tree,Newdegate mallee
973,Eucalyptus newbeyi,Beaufort Inlet mallee,Eucalyptus,Myrtaceae,Tree,Beaufort Inlet mallee
974,Eucalyptus nicholii,"narrow-leaved black peppermint, willow peppermint",Eucalyptus,Myrtaceae,Tree,"narrow-leaved black peppermint, willow peppermint"
975,Eucalyptus nigrifunda,desert wandoo,Eucalyptus,Myrtaceae,Tree,desert wandoo
976,Eucalyptus nitens,"shining gum, silvertop",Eucalyptus,Myrtaceae,Tree,"shining gum, silvertop"
977,Eucalyptus nitida,Smithton peppermint,Eucalyptus,Myrtaceae,Tree,Smithton peppermint
978,Eucalyptus nobilis,"ribbon gum, giant white gum",Eucalyptus,Myrtaceae,Tree,"ribbon gum, giant white gum"
979,Eucalyptus normantonensis,Normanton box,Eucalyptus,Myrtaceae,Tree,Normanton box
980,Eucalyptus nortonii,"bundy, mealy bundy, long-leaved box",Eucalyptus,Myrtaceae,Tree,"bundy, mealy bundy, long-leaved box"
981,Eucalyptus notabilis,"Blue Mountains mahogany, mountain mahogany",Eucalyptus,Myrtaceae,Tree,"Blue Mountains mahogany, mountain mahogany"
982,Eucalyptus notactites,southern limestone mallee,Eucalyptus,Myrtaceae,Tree,southern limestone mallee
983,Eucalyptus nova-anglica,N/A,Eucalyptus,Myrtaceae,Tree,N/A
984,Eucalyptus × nowraensis,N/A,Eucalyptus,Myrtaceae,Tree,N/A
985,Eucalyptus nudicaulis,N/A,Eucalyptus,Myrtaceae,Tree,N/A
986,Eucalyptus nutans,red-flowered moort,Eucalyptus,Myrtaceae,Tree,red-flowered moort
987,Eucalyptus obconica,N/A,Eucalyptus,Myrtaceae,Tree,N/A
988,Eucalyptus obesa,Ninety Mile Tank mallee,Eucalyptus,Myrtaceae,Tree,Ninety Mile Tank mallee
989,Eucalyptus obliqua,"messmate stringybark, messmate",Eucalyptus,Myrtaceae,Tree,"messmate stringybark, messmate"
990,Eucalyptus obtusiflora,"Dongara mallee
Eucalyptus obtusiflora subsp. cowcowensis L.A.S.Johnson & K.D.Hill
Eucalyptus obtusiflora subsp. dongarraensis (Maiden & Blakely) L.A.S.Johnson & K.D.Hill
Eucalyptus obtusiflora subsp. obtusiflora",Eucalyptus,Myrtaceae,Tree,"Dongara mallee
Eucalyptus obtusiflora subsp. cowcowensis L.A.S.Johnson & K.D.Hill
Eucalyptus obtusiflora subsp. dongarraensis (Maiden & Blakely) L.A.S.Johnson & K.D.Hill
Eucalyptus obtusiflora subsp. obtusiflora"
991,Eucalyptus occidentalis,"flat-topped yate, swamp yate, mo, yundill",Eucalyptus,Myrtaceae,Tree,"flat-topped yate, swamp yate, mo, yundill"
992,Eucalyptus ochrophloia,yapunyah,Eucalyptus,Myrtaceae,Tree,yapunyah
993,Eucalyptus odontocarpa,"Sturt Creek mallee, warilyu",Eucalyptus,Myrtaceae,Tree,"Sturt Creek mallee, warilyu"
994,Eucalyptus odorata,peppermint box,Eucalyptus,Myrtaceae,Tree,peppermint box
995,Eucalyptus oldfieldii,"Oldfield's mallee
Eucalyptus oldfieldii F.Muell. subsp. oldfieldii",Eucalyptus,Myrtaceae,Tree,"Oldfield's mallee
Eucalyptus oldfieldii F.Muell. subsp. oldfieldii"
996,Eucalyptus oleosa,"red mallee, glossy-leaved red mallee, acorn mallee, oil mallee, giant mallee
Eucalyptus oleosa subsp. ampliata L.A.S.Johnson & K.D.Hill
Eucalyptus oleosa subsp. corvina L.A.S.Johnson & K.D.Hill
Eucalyptus oleosa subsp. cylindroidea L.A.S.Johnson & K.D.Hill
Eucalyptus oleosa subsp. oleosa",Eucalyptus,Myrtaceae,Tree,"red mallee, glossy-leaved red mallee, acorn mallee, oil mallee, giant mallee
Eucalyptus oleosa subsp. ampliata L.A.S.Johnson & K.D.Hill
Eucalyptus oleosa subsp. corvina L.A.S.Johnson & K.D.Hill
Eucalyptus oleosa subsp. cylindroidea L.A.S.Johnson & K.D.Hill
Eucalyptus oleosa subsp. oleosa"
997,Eucalyptus olida,N/A,Eucalyptus,Myrtaceae,Tree,N/A
998,Eucalyptus oligantha,"broad-leaved box
Eucalyptus oligantha subsp. modica L.A.S.Johnson & K.D.Hill
Eucalyptus oligantha subsp. oligantha",Eucalyptus,Myrtaceae,Tree,"broad-leaved box
Eucalyptus oligantha subsp. modica L.A.S.Johnson & K.D.Hill
Eucalyptus oligantha subsp. oligantha"
999,Eucalyptus olivina,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1000,Eucalyptus olsenii,woila gum,Eucalyptus,Myrtaceae,Tree,woila gum
1001,Eucalyptus ophitica,serpentine ironbark,Eucalyptus,Myrtaceae,Tree,serpentine ironbark
1002,Eucalyptus opimiflora,northern silver mallee,Eucalyptus,Myrtaceae,Tree,northern silver mallee
1003,Eucalyptus optima,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1004,Eucalyptus oraria,ooragmandee,Eucalyptus,Myrtaceae,Tree,ooragmandee
1005,Eucalyptus orbifolia,round-leaved mallee,Eucalyptus,Myrtaceae,Tree,round-leaved mallee
1006,Eucalyptus ordiana,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1007,Eucalyptus oreades,"Blue Mountains ash, white ash, smooth-barked mountain ash",Eucalyptus,Myrtaceae,Tree,"Blue Mountains ash, white ash, smooth-barked mountain ash"
1008,Eucalyptus orgadophila,mountain coolibah,Eucalyptus,Myrtaceae,Tree,mountain coolibah
1009,Eucalyptus ornans,Avon peppermint,Eucalyptus,Myrtaceae,Tree,Avon peppermint
1010,Eucalyptus ornata,silver mallet,Eucalyptus,Myrtaceae,Tree,silver mallet
1011,Eucalyptus orophila,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1012,Eucalyptus orthostemon,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1013,Eucalyptus ovata,"swamp gum or black gum
Eucalyptus ovata var. grandiflora Maiden
Eucalyptus ovata Labill. var. ovata",Eucalyptus,Myrtaceae,Tree,"swamp gum or black gum
Eucalyptus ovata var. grandiflora Maiden
Eucalyptus ovata Labill. var. ovata"
1014,Eucalyptus ovularis,small-fruited mallee,Eucalyptus,Myrtaceae,Tree,small-fruited mallee
1015,Eucalyptus oxymitra,sharp-capped mallee,Eucalyptus,Myrtaceae,Tree,sharp-capped mallee
1016,Eucalyptus pachycalyx,"shiny-barked gum
Eucalyptus pachycalyx subsp. banyabba K.D.Hill
Eucalyptus pachycalyx subsp. pachycalyx
Eucalyptus pachycalyx subsp. waajensis  L.A.S.Johnson & K.D.Hill",Eucalyptus,Myrtaceae,Tree,"shiny-barked gum
Eucalyptus pachycalyx subsp. banyabba K.D.Hill
Eucalyptus pachycalyx subsp. pachycalyx
Eucalyptus pachycalyx subsp. waajensis  L.A.S.Johnson & K.D.Hill"
1017,Eucalyptus pachyloma,Kalgan Plains mallee,Eucalyptus,Myrtaceae,Tree,Kalgan Plains mallee
1018,Eucalyptus pachyphylla,"thick-leaved mallee, red-budded mallee",Eucalyptus,Myrtaceae,Tree,"thick-leaved mallee, red-budded mallee"
1019,Eucalyptus paedoglauca,Mount Stuart ironbark,Eucalyptus,Myrtaceae,Tree,Mount Stuart ironbark
1020,Eucalyptus paliformis,Wadbilliga ash,Eucalyptus,Myrtaceae,Tree,Wadbilliga ash
1021,Eucalyptus paludicola,"Mount Compass swamp gum, marsh gum, Fleurieu swamp gum",Eucalyptus,Myrtaceae,Tree,"Mount Compass swamp gum, marsh gum, Fleurieu swamp gum"
1022,Eucalyptus panda,"tumbledown ironbark, Yetman ironbark",Eucalyptus,Myrtaceae,Tree,"tumbledown ironbark, Yetman ironbark"
1023,Eucalyptus paniculata,grey ironbark,Eucalyptus,Myrtaceae,Tree,grey ironbark
1024,Eucalyptus pantoleuca,"round-leaved gum, Panton River white gum",Eucalyptus,Myrtaceae,Tree,"round-leaved gum, Panton River white gum"
1025,Eucalyptus paralimnetica,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1026,Eucalyptus parramattensis,"Parramatta red gum, drooping red gum
Eucalyptus parramattensis subsp. decadens L.A.S.Johnson & Blaxell
Eucalyptus parramattensis subsp. parramattensis
Eucalyptus parramattensis var. sphaerocalyx Blakely",Eucalyptus,Myrtaceae,Tree,"Parramatta red gum, drooping red gum
Eucalyptus parramattensis subsp. decadens L.A.S.Johnson & Blaxell
Eucalyptus parramattensis subsp. parramattensis
Eucalyptus parramattensis var. sphaerocalyx Blakely"
1027,Eucalyptus parvula,small-leaved gum,Eucalyptus,Myrtaceae,Tree,small-leaved gum
1028,Eucalyptus patellaris,weeping box,Eucalyptus,Myrtaceae,Tree,weeping box
1029,Eucalyptus patens,"yarri, blackbutt,",Eucalyptus,Myrtaceae,Tree,"yarri, blackbutt,"
1030,Eucalyptus pauciflora,"snow gum, cabbage gum, white sally
Eucalyptus pauciflora subsp. acerina Rule",Eucalyptus,Myrtaceae,Tree,"Jounama snow gum
Eucalyptus pauciflora var. × densiflora Blakely & McKie
Eucalyptus pauciflora subsp. hedraia Rule
Eucalyptus pauciflora subsp. niphophila (Maiden & Blakely) L.A.S.Johnson & Blaxell
Eucalyptus pauciflora subsp. parvifructa Rule
Eucalyptus pauciflora Sieber ex Spreng. subsp. pauciflora
Eucalyptus pauciflora var. × rusticata Blakely"
1031,Eucalyptus pellita,large-fruited red mahogany,Eucalyptus,Myrtaceae,Tree,large-fruited red mahogany
1032,Eucalyptus pendens,Badgingarra weeping mallee,Eucalyptus,Myrtaceae,Tree,Badgingarra weeping mallee
1033,Eucalyptus peninsularis,Cummins mallee,Eucalyptus,Myrtaceae,Tree,Cummins mallee
1034,Eucalyptus perangusta,fine-leaved mallee,Eucalyptus,Myrtaceae,Tree,fine-leaved mallee
1035,Eucalyptus percostata,"rib-capped mallee, Devils peak mallee",Eucalyptus,Myrtaceae,Tree,"rib-capped mallee, Devils peak mallee"
1036,Eucalyptus perriniana,spinning gum,Eucalyptus,Myrtaceae,Tree,spinning gum
1037,Eucalyptus persistens,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1038,Eucalyptus petiolaris,"Eyre Peninsula blue gum, water gum, blue gum",Eucalyptus,Myrtaceae,Tree,"Eyre Peninsula blue gum, water gum, blue gum"
1039,Eucalyptus petraea,granite rock box,Eucalyptus,Myrtaceae,Tree,granite rock box
